Generation,Mean_Fitness,Mean_BaseRate,Mean_KinChange,Mean_CoopChange,Mean_DefectChange,Mean_GroupChange,SD_Fitness,SD_BaseRate,SD_KinChange,SD_CoopChange,SD_DefectChange,SD_GroupChange
359,133.69,-0.2699,-0.3254,0.1279,-0.4645,-0.0466,31.8247372338,0.591757543256,0.551574872524,0.612642301837,0.452626501655,0.521314147132
360,127.27,-0.3104,-0.3465,0.0668,-0.4082,-0.0954,28.3432020068,0.580051583913,0.535830896832,0.610550374662,0.421037718025,0.512890670611
361,135.23,-0.2714,-0.2775,0.0833,-0.3814,-0.1454,32.6327611458,0.552450938998,0.579179376359,0.615254508313,0.409411822008,0.507638493418
362,128.61,-0.323,-0.3183,0.1683,-0.3554,-0.1531,24.9535147825,0.511283678597,0.524534183824,0.558884701884,0.445401885941,0.46226766056
363,125.18,-0.3477,-0.3087,0.1688,-0.3455,-0.1357,33.0779019891,0.473716909135,0.533287267802,0.572163053683,0.526350406098,0.478602664013
364,122.71,-0.4074,-0.2823,0.1476,-0.3211,0.0753,26.2968800431,0.484211978373,0.539695942175,0.575632035245,0.558982817267,0.487281140616
365,133.93,-0.2801,-0.3242,0.1432,-0.289,0.0248,30.8043032708,0.556369472563,0.515492347179,0.569898025966,0.56583478154,0.489445563878
366,137.2,-0.1541,-0.3301,0.2544,-0.3346,-0.0158,41.8160256361,0.58368500923,0.502206123021,0.532229875148,0.570605678205,0.514752717331
367,131.91,-0.1787,-0.3627,0.212,-0.3929,-0.0881,29.0895496699,0.609805960942,0.50226458167,0.574052262429,0.524334425725,0.45045686808
368,134.02,-0.2031,-0.387,0.2488,-0.3688,-0.1322,27.9571028542,0.592647779039,0.513722687838,0.53701262555,0.545890611753,0.462630695047
369,132.2,-0.2408,-0.3315,0.3203,-0.3741,-0.0936,23.970815589,0.60152752223,0.517873295315,0.512205925385,0.552364182401,0.480796256225
370,144.56,-0.3234,-0.1699,0.3355,-0.2247,-0.098,40.440405537,0.548640538057,0.583956325422,0.520191070665,0.552686990981,0.482118242758
371,135.82,-0.3258,-0.1918,0.3206,-0.1825,-0.1028,27.7371159279,0.544329275347,0.524338402179,0.514547995818,0.544412297804,0.477118601608
372,140.21,-0.2418,-0.2312,0.3235,-0.0827,-0.0518,31.0725908157,0.524365101814,0.524559396065,0.548163068803,0.531134361532,0.506052131702
373,142.8,-0.292,-0.2497,0.348,-0.0606,-0.0994,33.0054540947,0.535626735703,0.527053042871,0.543356236736,0.535056669896,0.544560042603
374,155.27,-0.2754,-0.1539,0.1948,0.0447,-0.0523,37.8279936026,0.543693700534,0.493000801216,0.600946719768,0.527989498002,0.554741119803
375,143.06,-0.2951,-0.2007,0.1168,-0.059,-0.0853,34.4673236559,0.55881033455,0.487467445067,0.61315557569,0.544906413983,0.573376760952
376,137.65,-0.2527,-0.2504,0.1514,-0.2011,-0.0351,32.3834448445,0.583221836011,0.51109279001,0.598419618662,0.517227019789,0.581663983757
377,148.65,-0.2133,-0.2163,0.0474,-0.1884,0.0232,35.46840143,0.591405199504,0.579362848308,0.61848948253,0.513906061455,0.57346295434
378,147.11,-0.2154,-0.3163,-0.0261,-0.1471,0.0281,44.1241192547,0.629015770867,0.541281174622,0.608101792466,0.53830900977,0.566223798511
379,146.0,-0.1906,-0.3891,-0.045,-0.1347,0.0509,37.3435402714,0.654762277472,0.50267901289,0.590004237273,0.558763733612,0.550183778387
380,142.41,-0.1504,-0.4527,0.0191,-0.2398,0.1151,40.1455090888,0.644598976108,0.460649226636,0.586699403443,0.58372764197,0.544368432222
381,138.26,-0.1812,-0.4613,-0.1283,-0.1524,0.0589,41.5159294729,0.587313000026,0.410788643952,0.565955925846,0.622376284895,0.558572994335
382,129.98,-0.2672,-0.4393,-0.1554,-0.2284,-0.0211,32.5146059487,0.534645826693,0.412269947971,0.528010265052,0.653779351158,0.597989790883
383,125.03,-0.4132,-0.4139,0.008,-0.1888,-0.1114,31.8519873791,0.460032346689,0.390599270353,0.557253981592,0.668456849767,0.553031680829
384,124.12,-0.3724,-0.4312,-0.0485,-0.2587,-0.0062,26.0204842384,0.485205358585,0.334186415044,0.558323159111,0.649334513175,0.593298879149
385,119.15,-0.3195,-0.4394,-0.0259,-0.3972,-0.0209,27.8770066542,0.479256455356,0.332261403115,0.522302776175,0.603508210383,0.589357438233
386,124.21,-0.2638,-0.4006,-0.0668,-0.4046,0.055,25.7694761297,0.493393919703,0.362615002447,0.570846529288,0.583430235761,0.558912336597
387,118.85,-0.318,-0.3686,-0.0569,-0.4776,0.1688,28.0522280755,0.493700313956,0.395132939654,0.598970274722,0.545692440849,0.571076667357
388,120.22,-0.3123,-0.3445,-0.0997,-0.4606,0.1542,28.6948009228,0.497079178804,0.382458821313,0.578109773313,0.532857992339,0.574230232572
389,130.73,-0.248,-0.3042,-0.0608,-0.4654,0.1445,37.9694232245,0.521219723341,0.477240358729,0.589979118275,0.574077381544,0.575714121765
390,126.71,-0.2615,-0.2809,-0.0983,-0.495,0.106,25.7644309077,0.569056016575,0.460115409436,0.55645494876,0.567694460075,0.601263669283
391,131.21,-0.2555,-0.3066,-0.0749,-0.3962,0.0341,32.6623008987,0.57219293075,0.406955083517,0.556160938938,0.648932631326,0.60791297897
392,132.03,-0.1969,-0.2577,-0.0677,-0.3364,0.0996,30.4763695344,0.558173261631,0.450361754593,0.569713708805,0.632829392491,0.547148828017
393,131.65,-0.284,-0.2872,-0.0615,-0.3621,0.1422,32.6105427738,0.502461938857,0.447622787624,0.481240844069,0.625017271761,0.547197551164
394,127.09,-0.2743,-0.2553,-0.0525,-0.409,0.0517,29.2957659057,0.52064240127,0.485001969068,0.532432859617,0.535976678597,0.579725892125
395,132.56,-0.3071,-0.1627,-0.0454,-0.363,0.0165,32.1935769991,0.543467193122,0.491623545002,0.59820300902,0.517357709907,0.548915977177
396,122.71,-0.3485,-0.3014,-0.037,-0.3097,0.1095,33.6660942196,0.471373259742,0.514247061246,0.576413913781,0.571266058855,0.538992346884
397,121.27,-0.3441,-0.3219,-0.0206,-0.2681,0.0523,27.3583095238,0.442477332753,0.553558840594,0.526947473663,0.616961416946,0.56646774842
398,118.76,-0.3514,-0.3371,-0.0293,-0.349,0.0933,23.2456963759,0.421796206716,0.516606804059,0.518401880784,0.587502340421,0.523205609679
399,126.72,-0.3455,-0.2463,0.019,-0.3301,0.0748,31.002606342,0.44479292935,0.570367697192,0.526903216919,0.590122860089,0.537081893197
400,125.43,-0.2842,-0.16,-0.1025,-0.4069,0.0629,30.375402878,0.48588924664,0.585369968481,0.527088939364,0.467148145667,0.571507296541
401,127.84,-0.3123,-0.1575,-0.0261,-0.4241,-0.0229,32.1147069113,0.508212268644,0.59346840691,0.541252057733,0.454233629314,0.590330915674
402,126.27,-0.2912,-0.1858,-0.0338,-0.4072,0.0511,26.42985244,0.477410263819,0.5806,0.517162991715,0.431193877508,0.526132863448
403,119.68,-0.2818,-0.258,0.0404,-0.391,0.0359,20.0743019804,0.515936779073,0.536866836376,0.533237132991,0.430296409467,0.532881027998
404,127.24,-0.1527,-0.2554,0.0719,-0.3785,0.0519,29.2010684736,0.538835512935,0.533018611307,0.572881654445,0.482645573895,0.503844608982
405,133.23,-0.1884,-0.257,0.0825,-0.371,0.0253,30.2621397128,0.523627195627,0.526800721336,0.590938871627,0.545359514449,0.548002655103
406,124.92,-0.2546,-0.29,0.0983,-0.3543,-0.006,25.8606573776,0.572213980955,0.533415410351,0.589766148571,0.484617901031,0.536810953689
407,123.61,-0.3094,-0.2552,0.1564,-0.4201,0.023,27.8918966727,0.55267317648,0.56166623541,0.587767845327,0.47657841957,0.558706541934
408,120.94,-0.3388,-0.2582,0.0676,-0.3178,0.1424,27.3067097981,0.538711945292,0.579150032375,0.634373896058,0.538708789607,0.551128152066
409,122.24,-0.328,-0.3183,0.108,-0.1993,0.0679,26.5070254838,0.547819313278,0.541104527795,0.650744189371,0.554265739515,0.54588147981
410,130.9,-0.2319,-0.2977,0.0411,-0.199,0.0195,27.3219691823,0.641243627649,0.55590440725,0.662792418484,0.554509693333,0.510941043566
411,132.77,-0.2346,-0.345,0.0446,-0.2297,0.0056,33.4412484815,0.594788063095,0.577317070595,0.632381878298,0.530353570743,0.54723910679
412,132.88,-0.2504,-0.3166,0.0035,-0.1882,0.0128,41.1006763935,0.571725318663,0.624402466363,0.648666902192,0.567514546069,0.526292846237
413,135.44,-0.2082,-0.2569,0.0225,-0.271,-0.0266,30.7669693015,0.527718447659,0.633129836605,0.662192381412,0.560809236728,0.550587359099
414,136.59,-0.1838,-0.2862,-0.0237,-0.134,-0.0375,29.8114390797,0.54808900737,0.606405441928,0.702567655105,0.558152308962,0.54017288899
415,142.44,-0.1068,-0.3208,0.0605,-0.0784,0.0139,35.2818140123,0.540651236936,0.560900490283,0.731293887572,0.578844918782,0.57329555205
416,152.26,-0.0253,-0.269,-0.0215,-0.075,0.0634,36.7544881613,0.539993435145,0.629082665474,0.729863514638,0.551999094202,0.577818691286
417,140.01,0.0091,-0.4096,-0.0483,-0.1348,-0.0251,36.9760719926,0.549705548453,0.533926811464,0.718281358522,0.548562630882,0.547387422216
418,147.67,-0.0078,-0.4221,-0.0463,-0.0765,-0.1128,37.5369298158,0.610636684126,0.506531923969,0.723067984356,0.567701285889,0.552697168439
419,142.98,-0.0692,-0.4072,-0.0278,-0.0462,-0.0602,34.0511321398,0.596745640956,0.496062657333,0.730162420287,0.553607767287,0.575973923021
420,141.85,-0.1063,-0.4162,-0.0977,-0.104,-0.0874,36.9202857519,0.604264271656,0.518399035493,0.667728769786,0.548428664459,0.59465220087
421,142.18,-0.0518,-0.4785,-0.0276,-0.0117,-0.0421,36.6257778074,0.615232281338,0.504823484002,0.697878384821,0.548623832876,0.584116931787
422,135.68,-0.1091,-0.488,0.0166,-0.0414,0.0123,31.182969711,0.553550530665,0.483499741468,0.700374499821,0.530912459827,0.549475850243
423,140.74,-0.0444,-0.4734,0.0713,-0.0951,-0.0801,33.8545772385,0.5566386979,0.452299060357,0.709385163363,0.533311344338,0.555036025858
424,149.52,0.0026,-0.4263,0.1783,-0.1209,-0.1513,32.8592391878,0.533189684821,0.478895928151,0.697749317449,0.558351314138,0.550244772806
425,146.18,-0.0065,-0.362,0.1517,-0.1764,-0.178,37.8461041588,0.455924061659,0.500937121803,0.710122602091,0.547802008028,0.546058604913
426,149.39,0.0342,-0.3117,0.1435,-0.1647,-0.1558,35.8647166446,0.443959863051,0.484035236321,0.708117751507,0.553843759557,0.526743163221
427,146.25,-0.0101,-0.3239,0.0855,-0.1785,-0.187,34.5153226843,0.446110961533,0.494816925741,0.670461594724,0.543485740383,0.474346919459
428,136.08,-0.0004,-0.3697,0.0202,-0.245,-0.1273,31.4412722389,0.435875945654,0.463494239446,0.670428191531,0.47217263792,0.483435321424
429,135.7,0.0247,-0.3902,-0.0107,-0.2685,-0.1438,25.2426226847,0.456213667046,0.449361725117,0.620883652547,0.486395672267,0.501002554884
430,141.95,0.0341,-0.3444,-0.0293,-0.2217,-0.1412,38.0915673083,0.484844500845,0.4507090414,0.592061238387,0.526535953188,0.533327816638
431,141.86,-0.0606,-0.2585,-0.0861,-0.2715,-0.1512,48.8106586721,0.508422698156,0.465139495205,0.587986215825,0.509930142274,0.540428126581
432,139.37,-0.1111,-0.2693,-0.0266,-0.2805,-0.1422,32.8315869248,0.542879167034,0.431458584339,0.589893583623,0.508171968924,0.518919223001
433,140.19,-0.1049,-0.25,-0.0156,-0.1948,-0.0874,32.6734433447,0.553934102579,0.426996487105,0.595960267132,0.554958520973,0.522543050858
434,140.29,-0.0406,-0.3746,0.087,-0.2263,-0.0419,32.0712628376,0.51338644314,0.397035061424,0.542998158376,0.560987798441,0.527470748004
435,154.08,-0.0171,-0.3129,0.0722,-0.1637,-0.0562,44.3277971481,0.585642032303,0.423472065194,0.537688720358,0.577535548689,0.52700812138
436,138.54,-0.0923,-0.3609,0.0596,-0.2448,-0.0433,34.2240909302,0.544049363569,0.395795641714,0.537039886787,0.57417502558,0.562325626306
437,135.76,-0.094,-0.3154,0.1155,-0.3322,-0.162,34.2073442407,0.51433646575,0.470487874445,0.564075127975,0.549682781248,0.541828386115
438,129.16,-0.1004,-0.2922,0.032,-0.4031,-0.1903,23.9180768458,0.49161757495,0.45100461195,0.595697910018,0.529070307237,0.53000085849
439,134.66,-0.1489,-0.2693,-0.1007,-0.3365,-0.2532,26.3287751329,0.483613264913,0.447334896917,0.612054335823,0.556065418813,0.494831041872
440,137.7,-0.166,-0.264,-0.1022,-0.3317,-0.2855,33.327016068,0.500793370563,0.495854817462,0.637795547178,0.544701854229,0.465216884904
441,137.13,-0.1512,-0.3054,-0.1485,-0.2885,-0.2732,34.1963901604,0.513221745447,0.433406091328,0.615298911099,0.547997034664,0.44258531381
442,146.3,-0.146,-0.3078,-0.147,-0.3489,-0.1777,43.8478049622,0.506847116989,0.470794180083,0.609771268592,0.539931282665,0.473281850487
443,135.1,-0.1572,-0.3792,-0.2317,-0.303,-0.2129,35.3766872389,0.437481611042,0.456641391028,0.63291872306,0.574686871261,0.436711105881
444,135.81,-0.1952,-0.3341,-0.3746,-0.3006,-0.2288,43.3586658005,0.458465876593,0.486312851979,0.580469499629,0.578710324774,0.474692068609
445,135.36,-0.2235,-0.2678,-0.3071,-0.3544,-0.2979,37.4706605226,0.433255986687,0.492366895719,0.593870852964,0.508814936888,0.439582290362
446,134.12,-0.1858,-0.3144,-0.3072,-0.3536,-0.3626,29.932684477,0.440942581296,0.487227503329,0.589739060941,0.558303716627,0.429512793756
447,132.69,-0.254,-0.3518,-0.2538,-0.2578,-0.3346,45.4921300886,0.378666079812,0.48186176441,0.594258832496,0.605969603198,0.448857260162
448,132.88,-0.2843,-0.3488,-0.2183,-0.1856,-0.334,37.7118761135,0.401811535424,0.496534550661,0.612323533763,0.634375787684,0.446389964045
449,135.44,-0.2871,-0.3325,-0.151,-0.1163,-0.3318,44.0638899781,0.377391825561,0.477328765108,0.628475138729,0.620773155025,0.402947589644
450,132.26,-0.3163,-0.3645,-0.1492,-0.1208,-0.2063,33.2766043941,0.33336363029,0.451174855239,0.619970450909,0.637392626252,0.488687333578
451,135.14,-0.3361,-0.283,-0.1798,-0.1433,-0.1399,36.2960108001,0.383342914373,0.497922684761,0.595351963128,0.599983424771,0.489625356778
452,133.68,-0.4075,-0.2078,-0.2118,-0.2107,-0.1728,30.9004465987,0.349906773298,0.508962827719,0.56968830074,0.603077532329,0.472914537734
453,134.36,-0.3444,-0.2682,-0.082,-0.1901,-0.1232,34.2898002327,0.384214315194,0.51475699121,0.637634691653,0.610136861696,0.506179572879
454,122.45,-0.363,-0.2865,-0.0529,-0.2814,-0.0369,23.8836240969,0.340292521223,0.482515025673,0.616453234236,0.530942595767,0.511772791383
455,127.22,-0.3373,-0.2634,0.027,-0.1779,0.0029,27.2901374126,0.400828778907,0.493042026606,0.615973213703,0.512061119399,0.513346461953
456,135.61,-0.2376,-0.2449,-0.0192,-0.0639,0.1025,34.3528441326,0.460825606927,0.481839174414,0.592019729401,0.504271543913,0.542611048542
457,139.56,-0.2124,-0.2189,-0.0414,-0.0682,0.1094,38.8675494468,0.507545308322,0.416163177131,0.569264472807,0.514047429718,0.576450899904
458,139.0,-0.2177,-0.2317,-0.0394,-0.1573,0.0774,36.5671984161,0.496277855641,0.472142044304,0.591421710795,0.508161106343,0.527578657643
459,129.42,-0.3056,-0.1968,-0.1436,-0.232,0.1561,32.47989532,0.458827462125,0.461115777219,0.601089876807,0.49695673856,0.541997961251
460,128.7,-0.351,-0.183,-0.2601,-0.2326,0.182,37.0476719916,0.481986514334,0.461242886124,0.566096272731,0.520881214866,0.549314117787
461,124.24,-0.3884,-0.2184,-0.2748,-0.1954,0.1248,27.6821675452,0.451990530874,0.455283911422,0.579874952037,0.55556353372,0.523063055472
462,127.4,-0.3901,-0.1187,-0.2046,-0.2545,0.2544,29.0327401394,0.445375111563,0.493324751051,0.634415352904,0.507986958494,0.443410238944
463,131.96,-0.2999,-0.1419,-0.1749,-0.2194,0.246,29.8083612431,0.477184440232,0.489944272341,0.651899524467,0.503801190947,0.423992924469
464,136.55,-0.2991,-0.1434,-0.1967,-0.2021,0.2352,29.4958895441,0.501741158368,0.487951268059,0.562142428571,0.51093697263,0.449267136568
465,137.73,-0.2898,-0.1796,-0.1128,-0.208,0.1145,30.7947576707,0.515703364348,0.497955660677,0.564924915365,0.527088227909,0.504250681705
466,133.86,-0.27,-0.2115,-0.1034,-0.2391,0.0972,32.9150482303,0.520490153605,0.505128449011,0.567917634873,0.583669589751,0.548005620409
467,139.04,-0.3221,-0.2305,-0.0579,-0.1508,0.1509,39.098828627,0.528032754666,0.479988281107,0.582732005299,0.588218802828,0.53879698403
468,128.2,-0.3019,-0.2425,-0.0798,-0.2269,0.1252,31.2,0.520045565311,0.444410564681,0.625061564968,0.563415823349,0.548766762842
469,135.08,-0.2641,-0.1588,-0.1185,-0.2396,0.1061,35.778954708,0.535990848802,0.483187913756,0.673917465273,0.50020779682,0.550730233417
470,139.32,-0.1805,-0.153,-0.1286,-0.1492,0.0313,34.7476272571,0.527437911038,0.459108919539,0.627627309795,0.494505166808,0.573523591494
471,149.66,-0.1165,-0.1839,-0.092,-0.1028,0.0787,41.4152677161,0.561737260648,0.478378291732,0.593514953476,0.511798944899,0.587955193871
472,135.18,-0.1831,-0.3053,-0.0585,-0.1457,-0.0383,32.7100535004,0.571014351834,0.50333975603,0.529455144465,0.533779458203,0.56173491079
473,139.58,-0.2383,-0.3858,-0.0197,-0.1309,0.0229,41.9762266051,0.535983311307,0.533665026023,0.538203409502,0.52463338628,0.57712788011
474,125.81,-0.2531,-0.4402,-0.0052,-0.193,0.0846,34.2924758511,0.528393215324,0.488385053006,0.565643845542,0.512561215856,0.547621073371
475,133.05,-0.1986,-0.4672,0.0197,-0.1605,-0.0138,40.9327191865,0.525465545969,0.477531318345,0.572493589484,0.527445494814,0.538889190836
476,136.09,-0.0717,-0.4346,0.0015,-0.2506,-0.0044,34.1086777815,0.554016344524,0.497196983096,0.564346303257,0.537945759348,0.535040783492
477,125.56,-0.1587,-0.4218,0.0378,-0.3026,0.0495,28.4229906942,0.535491652596,0.431977730908,0.583793764955,0.530055883846,0.493541031729
478,123.17,-0.2207,-0.4306,0.1101,-0.3104,0.0447,25.0451811732,0.508987730697,0.394164483433,0.589549819778,0.553667625927,0.545971528562
479,127.77,-0.2489,-0.3911,0.164,-0.3164,-0.0317,28.3932580026,0.544683201503,0.419237152457,0.59870861026,0.538506304513,0.631501472682
480,121.53,-0.2206,-0.3981,0.0905,-0.3577,0.0125,30.5199787025,0.536981973627,0.423855388075,0.606421264469,0.496336287209,0.603584915318
481,117.03,-0.2517,-0.4255,0.0701,-0.411,-0.0628,22.5993163613,0.518241362687,0.470236908377,0.586514270926,0.437269939511,0.626198179493
482,121.17,-0.2109,-0.3672,-0.0274,-0.4477,-0.0174,22.5197935159,0.524189078482,0.493047827295,0.584793331015,0.460655739137,0.617941129882
483,124.31,-0.1378,-0.3582,-0.0472,-0.3673,0.0675,28.9073329797,0.552848225103,0.544096278245,0.535139383712,0.442589776204,0.614541088944
484,129.73,-0.1098,-0.3385,0.0793,-0.3165,0.1562,30.8525055709,0.576792822424,0.539226065765,0.537764362895,0.462414046067,0.591056308654
485,132.35,-0.1247,-0.3923,0.0274,-0.2674,0.1929,46.1587207362,0.562130687652,0.457322326155,0.556067657754,0.47581639316,0.554438986724
486,132.44,-0.171,-0.3346,-0.026,-0.2249,0.106,32.9212150444,0.55147166745,0.495811294748,0.58340894748,0.487636124585,0.562558441409
487,141.12,-0.0462,-0.3577,-0.009,-0.198,0.1409,27.021946636,0.568168601737,0.509226580217,0.560447142914,0.506412875034,0.593462880052
488,138.16,-0.0555,-0.3628,0.0306,-0.2329,0.1645,39.3102327645,0.579156930374,0.521054853158,0.577102798468,0.531018446007,0.586072307826
489,134.41,-0.1502,-0.3367,0.0833,-0.1668,0.0756,33.2587116407,0.533400374953,0.505426661347,0.639298138586,0.554813265883,0.578521079996
490,126.12,-0.2638,-0.2985,0.0989,-0.1134,0.0815,34.0567996148,0.524870993674,0.527041506904,0.645863600151,0.549703956689,0.581429918391
491,129.73,-0.1734,-0.2436,0.0729,-0.193,0.0803,28.0873120821,0.570622852679,0.570660179091,0.682608665342,0.493523049107,0.568463639998
492,134.19,-0.1309,-0.2797,0.0785,-0.1861,0.1074,29.9848945304,0.57227108087,0.565389166858,0.664316754267,0.509909590026,0.54485157612
493,143.07,-0.1171,-0.2543,0.0592,-0.069,0.0715,40.0337994699,0.598590502765,0.557349540235,0.640388444618,0.54239929941,0.54076496743
494,134.27,-0.1423,-0.2957,-0.0167,-0.1992,0.1694,33.2673578753,0.62060431033,0.508276017534,0.607685864571,0.522981223372,0.511018238422
495,134.24,-0.1726,-0.2291,-0.1803,-0.2531,0.1862,36.8882420291,0.612654258126,0.555917430919,0.61262297541,0.524807955351,0.478898277299
496,133.17,-0.2623,-0.1803,-0.0889,-0.2695,0.1664,34.258445674,0.589217879905,0.570633779231,0.663193629342,0.529245453452,0.43539756545
497,133.65,-0.3029,-0.1634,-0.1874,-0.1477,0.1255,37.6991710784,0.547224442071,0.578740390849,0.606607978846,0.570220755497,0.468931498196
498,128.58,-0.2676,-0.1737,-0.1942,-0.2207,0.1904,28.843432528,0.578033078638,0.568001153168,0.577491437166,0.554222437294,0.478744023461
499,130.8,-0.226,-0.1961,-0.2161,-0.2623,0.1571,30.9328304557,0.598407887649,0.553139937086,0.577494406899,0.542814618447,0.499107793968
