World,Generation,Fitness,BaseRate,KinChange,CoopChange,DefectChange,GroupChange
0,0,300.64,-0.1804,-0.0344,-0.1108,-0.0828,-0.0528
0,1,407.2,-0.149327354196,-0.0155040839137,0.143575872918,0.0892929453483,0.227321547995
0,2,408.04,-0.19962808167,-0.145217398723,0.0385779475293,0.228160545807,0.201534185097
0,3,535.6,-0.147681612223,0.0329493211296,0.278822836947,0.220783652048,0.330341917825
0,4,687.4,-0.112886150659,0.338614337003,0.589591658924,0.166703309282,0.662249949238
0,5,834.28,0.105365795369,0.531303986364,0.709113949876,0.00974378270385,0.761806851447
0,6,828.64,0.1172416285,0.576620303806,0.611718335372,-0.0165032226928,0.809263713756
0,7,903.76,0.241247987763,0.616048102485,0.738341585775,-0.129301272064,0.827671036961
0,8,917.68,0.289059390356,0.622741907459,0.687434687819,-0.0995423158822,0.827396572079
0,9,922.24,0.423127642894,0.695158593212,0.746225237005,-0.131094718494,0.883423498513
0,10,928.6,0.42399454521,0.683145179509,0.762272959353,-0.136726111054,0.906500579007
0,11,959.56,0.732594154881,0.821380276686,0.776910565711,-0.213993660491,0.904037357615
0,12,948.52,0.658437259539,0.763441066683,0.811438579818,-0.196915630621,0.905876351871
0,13,977.32,0.784456805955,0.801597405385,0.826396133488,-0.155236358903,0.845194488104
0,14,1000.0,0.879742272327,0.838957660287,0.843725617571,-0.139479613384,0.795995405696
0,15,996.4,0.810187770854,0.803441620367,0.805267090573,-0.168202393364,0.754030017472
0,16,995.68,0.801934398163,0.759755480276,0.820229286135,-0.183239133286,0.737991474628
0,17,997.0,0.842749347401,0.761956478248,0.936730039901,-0.0843462658115,0.646267677
0,18,997.6,0.83054719212,0.762743201776,0.936730039901,-0.0507246243841,0.654632246647
0,19,998.2,0.843187849182,0.702711922914,0.936730039901,-0.0357780537559,0.637246208532
0,20,995.2,0.84557305994,0.681046318932,0.959526336714,-0.0493165974693,0.61447385324
0,21,998.8,0.837578704736,0.682425279456,0.934514825895,-0.072437142208,0.594678774678
0,22,999.4,0.792323244112,0.750763737988,0.939791882005,-0.0392391829886,0.575071983237
0,23,998.8,0.765948821571,0.749799140348,0.93925070189,-0.0406298128938,0.561464595525
0,24,997.0,0.759299321198,0.74966967569,0.913338260215,-0.0896247199484,0.539926073647
0,25,997.6,0.764944849133,0.749725446367,0.936157143074,-0.0842296868585,0.517300847257
0,26,998.8,0.792230822664,0.768326036704,0.94053403809,-0.145617924282,0.539934648509
0,27,997.6,0.810213200283,0.706865744471,0.933968046633,-0.152022781917,0.512926098399
0,28,995.8,0.747980254382,0.727032853368,0.912463409519,-0.10015305903,0.477949874234
0,29,996.4,0.866628707121,0.65067194282,0.896998822199,-0.0936720747963,0.512588895426
0,30,991.0,0.843107822503,0.6853136357,0.914128692913,-0.109126618009,0.525044101901
0,31,994.48,0.850406502622,0.700514656085,0.884789785644,-0.110121360272,0.580606660248
0,32,997.0,0.888801461725,0.776204379856,0.853617102469,-0.132475387803,0.623461670039
0,33,998.2,0.899426398386,0.849291098143,0.803999584418,-0.176578348848,0.713037514885
0,34,999.28,0.910462370696,0.855618975687,0.770669287522,-0.191417373428,0.773698444136
0,35,998.8,0.921981259923,0.921060014221,0.722289962475,-0.228391469983,0.755731206644
0,36,998.8,0.915611828735,0.953922533151,0.700617333408,-0.279745879639,0.790707355894
0,37,998.8,0.898146537765,0.901905838187,0.72346338164,-0.271851878049,0.77962460384
0,38,998.8,0.900469976187,0.874645705606,0.737719651647,-0.279472716691,0.718266799471
0,39,1000.0,0.919427631933,0.923689046709,0.717292705812,-0.274842864927,0.732069021948
0,40,1000.0,0.930579696411,0.933759605547,0.71841577689,-0.246239343302,0.733992312381
0,41,1000.0,0.889533890276,0.922653233036,0.695721971065,-0.226571315665,0.738457119012
0,42,997.6,0.899867976996,0.921559533739,0.715748382153,-0.234551376905,0.74172099448
0,43,998.8,0.916113299374,0.927098261529,0.736385096566,-0.246001949412,0.744404682395
0,44,998.8,0.886863620168,0.910566387616,0.725946089706,-0.241624044862,0.718701164939
0,45,1000.0,0.914689083644,0.942396543692,0.69905962618,-0.198806826082,0.723240665025
0,46,998.2,0.882180092197,0.952315127768,0.705921282363,-0.250543685435,0.751317092105
0,47,995.8,0.828690255521,0.930281888057,0.693360622045,-0.294907951822,0.732003818628
0,48,994.6,0.792275467789,0.940695412471,0.679400672374,-0.313242002746,0.707897613645
0,49,992.2,0.753317859866,0.9065351862,0.66195797578,-0.302366557011,0.694796865735
0,50,982.12,0.725339379505,0.886340868692,0.680265848946,-0.323105691142,0.753746375325
0,51,983.56,0.71407288595,0.882447828612,0.636198887912,-0.340423967827,0.779335420418
0,52,994.48,0.80472038523,0.903737499293,0.601197117176,-0.359066604566,0.785830677058
0,53,998.2,0.910054839862,0.903950345955,0.530588434303,-0.35405940935,0.745990370225
