World,Generation,Fitness,BaseRate,KinChange,CoopChange,DefectChange,GroupChange,CoopPercent,DefectPercent
0,0,32.8484907982,-0.1797,0.0663,-0.1417,-0.0131,-0.0878,0.146,0.854
0,1,29.086810624,-0.306998145867,0.0658811565256,-0.191037163575,-0.0920510867399,-0.0783152807979,0.03,0.97
0,2,26.5955143657,-0.472229577431,0.103536775546,0.000457651132294,-0.00919378215901,-0.00470497950375,0.002,0.998
0,3,26.3396798343,-0.491939019301,0.0475218798038,0.0912524304658,-0.0921719097145,-0.0407263606366,0.004,0.996
0,4,25.8288516363,-0.550670622916,0.0825985599961,0.200423509259,-0.0113907810493,-0.147776584676,0.0,1.0
0,5,25.6453720714,-0.567441140125,0.00863537343949,0.222380276912,-0.0807784477774,-0.193831993194,0.0,1.0
0,6,25.5047736583,-0.623609165557,-0.114466516671,0.255862394073,-0.161268299398,-0.258295283823,0.0,1.0
0,7,25.5333844471,-0.630134424386,-0.0790563831011,0.187496475476,-0.152660915735,-0.26642673493,0.0,1.0
0,8,25.3936404951,-0.626338534335,-0.104522167414,0.171226833601,-0.192310684292,-0.366368598084,0.0,1.0
0,9,25.2939474692,-0.639759839462,-0.154436471469,0.131088975659,-0.221865377547,-0.309419232368,0.0,1.0
0,10,25.1944516932,-0.681855562327,-0.172179701162,0.0454748733063,-0.332250569978,-0.323772838144,0.0,1.0
0,11,25.2420275535,-0.670411324542,-0.0746799759819,-0.0592142477545,-0.329173717864,-0.376873535917,0.0,1.0
0,12,25.2031192059,-0.708097919565,-0.0384798441619,-0.0886877116568,-0.294658895743,-0.346654462415,0.0,1.0
0,13,25.1855467438,-0.688247661961,-0.0453784979153,-0.148061590573,-0.391540980446,-0.374922942554,0.0,1.0
0,14,25.1798031372,-0.722266608767,0.000261171499959,-0.124211674993,-0.352609246586,-0.345768345402,0.0,1.0
0,15,25.199213804,-0.710904095959,0.00907197243673,-0.0815117431394,-0.342223862377,-0.341512065411,0.0,1.0
0,16,25.1608734626,-0.715738037026,-0.0184046070969,-0.0883027391074,-0.236107644137,-0.381481993271,0.0,1.0
0,17,25.1512954526,-0.729833367395,-0.0860819584322,-0.0427868520362,-0.229035137403,-0.349788725543,0.0,1.0
0,18,25.1628927665,-0.71004932166,-0.08749287896,-0.0513269023762,-0.267905846538,-0.380959684448,0.0,1.0
0,19,25.1717873161,-0.714504844615,-0.0320191550152,-0.114617253953,-0.268128224414,-0.37707140017,0.0,1.0
0,20,25.1664840304,-0.712623222409,0.0414843419654,-0.175466870762,-0.233065758664,-0.436110464857,0.0,1.0
0,21,25.1482058138,-0.719630859514,-0.0416514959107,-0.166949095695,-0.299938274744,-0.413762200506,0.0,1.0
0,22,25.1575045561,-0.714487960714,-0.0694194512718,-0.177508496644,-0.374244632085,-0.375431533769,0.0,1.0
0,23,25.1234688616,-0.723934171667,-0.100348467455,-0.136425879922,-0.48849827381,-0.316611718081,0.0,1.0
0,24,25.1115595433,-0.745961791248,-0.122096892494,-0.202202124329,-0.45600630447,-0.327736411265,0.0,1.0
0,25,25.0971273688,-0.793295609541,-0.194942998245,-0.0762249196924,-0.476829560775,-0.22604036587,0.0,1.0
0,26,25.1003333311,-0.816674240463,-0.147302282595,-0.182180561074,-0.534912608366,-0.19125244644,0.0,1.0
0,27,25.0969241442,-0.822058040195,-0.135739643491,-0.250551024293,-0.495265420639,-0.228145020625,0.0,1.0
0,28,25.0964577688,-0.816325582167,-0.09562732108,-0.296405977412,-0.506502262765,-0.257225796215,0.0,1.0
0,29,25.0946748551,-0.835100093698,-0.112677810129,-0.331896919233,-0.497473365531,-0.233888080408,0.0,1.0
0,30,25.0841740466,-0.863313969785,-0.147880164751,-0.316419172526,-0.558663664174,-0.154491483352,0.0,1.0
0,31,25.0805128287,-0.866186368836,-0.20189359628,-0.299319852975,-0.540824236057,-0.151858249448,0.0,1.0
0,32,25.0772447947,-0.87340168028,-0.226423113138,-0.284713732839,-0.637305307035,-0.108435961529,0.0,1.0
0,33,25.0952942742,-0.867626088937,-0.17588525889,-0.398330265901,-0.690485827405,-0.0998977371647,0.0,1.0
0,34,25.0890894077,-0.887766732534,-0.101186997312,-0.478522314,-0.715663161493,-0.0522464346158,0.0,1.0
0,35,25.09137416,-0.883964976553,-0.0511043962818,-0.559656035364,-0.744128129753,-0.0872076623401,0.0,1.0
0,36,25.0966207525,-0.881931693986,-0.0344483500889,-0.567912690604,-0.743389821035,-0.0770396326888,0.0,1.0
0,37,25.108544389,-0.920948313553,0.0409596237325,-0.567140898525,-0.821129846071,0.0352254054406,0.0,1.0
0,38,25.1123142421,-0.9082684325,0.0383980386674,-0.563320376455,-0.833398413425,0.0189593364984,0.0,1.0
0,39,25.1131635969,-0.912295079382,0.10650264942,-0.657513678835,-0.864326333463,0.0138690411642,0.0,1.0
0,40,25.1183669123,-0.90927332875,0.110983724296,-0.680550741786,-0.834854150321,0.0346547336337,0.0,1.0
0,41,25.1148064552,-0.903281193748,0.101021118781,-0.686742652794,-0.821729879361,0.0132502434381,0.0,1.0
