World,Generation,Fitness,BaseRate,KinChange,CoopChange,DefectChange,GroupChange,CoopPercent,DefectPercent
0,0,39.0584378423,-0.1797,0.0663,-0.1417,-0.0131,-0.0878,0.146,0.854
0,1,30.860840439,-0.402203927355,0.0292478617159,-0.0983119646435,-0.0501168223745,-0.258021070731,0.02,0.98
0,2,29.7290004333,-0.434735506657,-0.0812790961636,-0.14459214755,-0.13255027719,-0.354607181174,0.026,0.974
0,3,27.3647256202,-0.532668178407,-0.0847146342512,-0.125805697899,-0.130660636915,-0.351220943367,0.011,0.989
0,4,26.5092294814,-0.549069329028,-0.0340641464441,-0.0455713533987,-0.155721880917,-0.305453605003,0.004,0.996
0,5,26.7818465512,-0.568105267219,0.0462201671634,0.002762903162,-0.0569174121601,-0.230771624932,0.007,0.993
0,6,26.4046584102,-0.542213331976,0.0200918389625,-0.0115727557345,-0.16052259346,-0.225589605628,0.001,0.999
0,7,26.4334624569,-0.531988515699,0.0419305347927,-0.066839622599,-0.121682743936,-0.299174261241,0.004,0.996
0,8,26.4139059941,-0.547108943195,0.146267884587,-0.0228121405221,-0.128273589501,-0.247202251544,0.0,1.0
0,9,26.3911911257,-0.583750312921,0.145443615887,0.0338293101137,-0.195122556358,-0.215617076663,0.0,1.0
0,10,26.3518154805,-0.620169559052,0.14661840827,0.0984996565538,-0.190189711267,-0.149802410997,0.0,1.0
0,11,26.3589825319,-0.608591163418,0.198589390992,0.0864530174478,-0.112640912276,-0.194499087591,0.0,1.0
0,12,26.2009794465,-0.619302266888,0.234773769243,0.0427058532533,-0.0379452717522,-0.164463429974,0.0,1.0
0,13,26.1906344723,-0.644661594255,0.24306872028,0.094736969273,-0.0484823145508,-0.152093255842,0.0,1.0
0,14,26.3334708467,-0.628554439807,0.265058190856,0.117181967556,-0.0948686319702,-0.136953919852,0.0,1.0
0,15,26.0142621956,-0.609117021479,0.180255201133,0.0492648578011,-0.102340736201,-0.262107324119,0.0,1.0
0,16,26.17470284,-0.592336175951,0.190780361802,0.0972040952392,-0.15489779441,-0.219391827831,0.0,1.0
0,17,25.7233794169,-0.646626165465,0.0841430171987,0.222305929166,-0.0387439370412,-0.303485317587,0.0,1.0
0,18,25.8775125268,-0.639135589335,0.118880453247,0.1586955951,-0.0216293939245,-0.303522106762,0.0,1.0
0,19,25.725006092,-0.674321179309,0.0803703056119,0.159809738744,-0.0419916759999,-0.29241690331,0.0,1.0
0,20,25.7060457398,-0.696873575585,0.010525346623,0.310265103344,-0.0481227427393,-0.306311023788,0.0,1.0
0,21,25.7068083255,-0.726967083408,-0.000848360236835,0.350858841975,-0.0767650065864,-0.303138929716,0.0,1.0
0,22,25.7047613463,-0.722385166369,0.0230474892833,0.328490291356,-0.122297982285,-0.256980884833,0.0,1.0
0,23,25.7302474798,-0.703801925078,0.0681860825081,0.319430017329,-0.139041107253,-0.253412631303,0.0,1.0
0,24,25.5532438378,-0.695359876338,-0.0094561316659,0.328320948137,-0.135899989028,-0.287705892566,0.0,1.0
0,25,25.6115143778,-0.675765235594,-0.00697002835275,0.332982488284,-0.128117785117,-0.306195525952,0.0,1.0
0,26,25.6614227894,-0.678683726098,0.0186480783263,0.338003546539,-0.132085169947,-0.257910968624,0.0,1.0
0,27,25.5593090042,-0.671365827691,-0.0645881740572,0.344848069376,-0.0347822358836,-0.357613747753,0.0,1.0
0,28,25.4545803343,-0.685779184194,-0.119777790753,0.378685302789,-0.0759031085234,-0.404567471453,0.0,1.0
0,29,25.2948382473,-0.698691356102,-0.185915873661,0.400895402217,-0.0667084424073,-0.455882970466,0.0,1.0
