World,Generation,Fitness,BaseRate,KinChange,CoopChange,DefectChange,GroupChange,CoopPercent,DefectPercent
0,0,56.6094916021,-0.1797,0.0663,-0.1417,-0.0131,-0.0878,0.146,0.854
0,1,38.4484395827,-0.351003927355,0.0688478617159,-0.135311964643,-0.00451634716554,-0.277721070731,0.043,0.957
0,2,34.1400045959,-0.388779295261,0.0900443349136,-0.154703239916,-0.0187377470644,-0.292286540566,0.012,0.988
0,3,32.7056756415,-0.458387530486,-0.00340939899581,-0.0589786198206,0.0122453098345,-0.344146941628,0.02,0.98
0,4,30.3400198692,-0.448227587589,-0.046947863088,-0.04958791367,0.0369543505248,-0.384465147558,0.005,0.995
0,5,28.3533506638,-0.480858764564,-0.0939885596986,-0.0255382417457,-0.0829582813731,-0.409394362528,0.0,1.0
0,6,27.5374802914,-0.550888412485,-0.0783986362913,0.0270332865765,-0.0276325735042,-0.431583199428,0.0,1.0
0,7,26.6557279071,-0.590756446069,-0.138305212754,0.00926736400048,-0.12170954271,-0.449744908626,0.0,1.0
0,8,26.3473601836,-0.632522195819,-0.121883243193,0.122500399911,-0.143130205307,-0.466097360319,0.0,1.0
0,9,26.1206526121,-0.648441290021,-0.195436094115,0.211421989955,-0.127143775555,-0.461079352364,0.0,1.0
0,10,26.6252689515,-0.674280350795,-0.181489941648,0.22338319717,-0.126226421121,-0.406869316088,0.003,0.997
0,11,25.7059576043,-0.710619359894,-0.30426736238,0.295829520528,-0.130177952726,-0.472642875893,0.0,1.0
0,12,25.6118484326,-0.67925578512,-0.376913239389,0.239877119664,-0.157065992238,-0.50959662404,0.0,1.0
0,13,25.5675466605,-0.703396542426,-0.39707033842,0.348951582014,-0.136343092298,-0.491365620944,0.0,1.0
0,14,25.4902266701,-0.699221102022,-0.408043141641,0.360776425419,-0.1523880481,-0.520877106934,0.0,1.0
0,15,25.8919145265,-0.710852317596,-0.363194911858,0.345568483761,-0.143966409806,-0.449218026304,0.0,1.0
0,16,25.8894384018,-0.706186249965,-0.318723067642,0.361886415374,-0.101957605487,-0.416931162861,0.0,1.0
0,17,26.05278682,-0.763349376684,-0.18852732413,0.296074956307,-0.152366012629,-0.287830406753,0.0,1.0
0,18,25.7700908793,-0.772978237149,-0.196825041256,0.359575255508,-0.116163249391,-0.331192810171,0.0,1.0
0,19,25.7006620352,-0.761418377646,-0.231281873172,0.33645060478,-0.0887765208183,-0.389169266415,0.0,1.0
0,20,25.5908040387,-0.750713156901,-0.276894768472,0.378390527269,-0.0676933419822,-0.442409532335,0.0,1.0
0,21,25.4913554866,-0.769878099304,-0.274853326877,0.440293381748,-0.00540416580392,-0.493801358819,0.0,1.0
0,22,25.6091425786,-0.788021572081,-0.182185370727,0.458528473013,0.0127995401292,-0.463542977836,0.0,1.0
0,23,25.3449818109,-0.769282601676,-0.181837978599,0.419078280478,0.0375611387098,-0.523019250111,0.0,1.0
0,24,25.4828037023,-0.736784924962,-0.22364824256,0.398215471496,0.0637675796184,-0.575706226469,0.0,1.0
0,25,25.4854512812,-0.704324012192,-0.215529323549,0.365507478141,0.0873001824921,-0.612545533207,0.0,1.0
0,26,25.3003643951,-0.742821468138,-0.257206944521,0.41225040165,0.0280883520966,-0.6022559438,0.0,1.0
0,27,25.2938190615,-0.753961255535,-0.303406037741,0.522446304796,0.0539203915154,-0.634577092923,0.0,1.0
0,28,25.1672807312,-0.759975141872,-0.313594068165,0.545596004166,0.0522565952367,-0.635617049935,0.0,1.0
0,29,25.1694565362,-0.73612856022,-0.361028943599,0.478190210091,0.00386852443125,-0.637861533804,0.0,1.0
0,30,25.1703477017,-0.735425013509,-0.341592283693,0.543031999702,0.0197147343878,-0.657234537832,0.0,1.0
0,31,25.1938681164,-0.745080513296,-0.274065717832,0.549665715352,0.0415415374938,-0.654765603253,0.0,1.0
0,32,25.2060915991,-0.750067980429,-0.228622366589,0.585972127143,0.0796139213325,-0.667542636843,0.0,1.0
0,33,25.226980649,-0.765303008125,-0.171374926896,0.655937895684,0.132270925893,-0.666114342384,0.0,1.0
0,34,25.2765132086,-0.786370822718,-0.114653368947,0.673093139923,0.162010488552,-0.66086254477,0.0,1.0
0,35,25.2017322367,-0.77767173049,-0.155043827868,0.67174757918,0.14762722793,-0.660801514649,0.0,1.0
0,36,25.2856067801,-0.788561365389,-0.0973206561289,0.680319831756,0.159470654707,-0.656882547884,0.0,1.0
0,37,25.3101158927,-0.793260913753,-0.0630032451062,0.687057726612,0.179447819577,-0.646013349624,0.0,1.0
0,38,25.2720626666,-0.785700435143,-0.0981156219868,0.681060144664,0.139348588303,-0.654513606857,0.0,1.0
0,39,25.2329921542,-0.782103877149,-0.143149582822,0.668813842237,0.119933437474,-0.653145141128,0.0,1.0
0,40,25.2345523689,-0.812015565723,-0.0614885860214,0.678809856112,0.170048100551,-0.655635353659,0.0,1.0
0,41,25.2014292457,-0.805815628635,-0.129595814676,0.6633693836,0.133029874586,-0.64587740334,0.0,1.0
0,42,25.2270212782,-0.814115497316,-0.0924411296167,0.65539370562,0.148601338037,-0.647179071115,0.0,1.0
0,43,25.2558861365,-0.797995316927,-0.0876160833789,0.64510770181,0.140529873508,-0.659703401637,0.0,1.0
0,44,25.2246929282,-0.807344218059,-0.125158491776,0.65958172807,0.103333084537,-0.674913165524,0.0,1.0
0,45,25.1819565928,-0.810829871826,-0.171830851969,0.655897451929,0.0746241220337,-0.669115748996,0.0,1.0
0,46,25.2217227282,-0.812365868613,-0.111369524227,0.647670720838,0.0971471356028,-0.705939394187,0.0,1.0
0,47,25.2927157591,-0.839942665719,-0.0262553543662,0.658319240419,0.152454948936,-0.698074717141,0.0,1.0
0,48,25.2978330827,-0.86875228117,0.0667254032022,0.674977464465,0.210688128689,-0.691520167822,0.0,1.0
0,49,25.3701830429,-0.883944390982,0.118143538388,0.674548980071,0.262145866449,-0.680948204627,0.0,1.0
0,50,25.3891323527,-0.87599001811,0.0913932793426,0.667087632133,0.243354620193,-0.687928602271,0.0,1.0
0,51,25.4429396616,-0.892514409854,0.150804986022,0.683085221823,0.264612455713,-0.698287773846,0.0,1.0
0,52,25.3797172176,-0.889265254285,0.113189756653,0.680410685399,0.242814282595,-0.69813103822,0.0,1.0
0,53,25.3718379831,-0.871075358908,0.101266437926,0.684345040814,0.221160513963,-0.732019796323,0.0,1.0
0,54,25.3079236404,-0.869560934952,0.0402187082782,0.684628305391,0.172050910792,-0.741235137517,0.0,1.0
0,55,25.3193322285,-0.878021569935,0.0324678385853,0.687520355341,0.185656857871,-0.742741397698,0.0,1.0
0,56,25.2616631235,-0.862183961853,-0.0143802222415,0.692863818371,0.148339782047,-0.742088436747,0.0,1.0
0,57,25.2879037299,-0.862893086793,-0.00261412735535,0.701847083579,0.160967496355,-0.741540204712,0.0,1.0
0,58,25.2927536537,-0.864177853192,0.0099717079237,0.702437212246,0.179931487408,-0.731399727623,0.0,1.0
0,59,25.2341788151,-0.849381419723,-0.0393571401513,0.704158221221,0.125233724528,-0.758119037604,0.0,1.0
0,60,25.3114793075,-0.836340318881,-0.0170108240025,0.705828747642,0.150034178263,-0.750024390248,0.0,1.0
0,61,25.1764720468,-0.798726595098,-0.172937824731,0.708197687553,0.0509242388643,-0.772170505804,0.0,1.0
0,62,25.1895409655,-0.798533742144,-0.172469343323,0.700779836691,0.0536794691331,-0.776107727973,0.0,1.0
0,63,25.152533661,-0.750564478802,-0.328046914028,0.67864610888,-0.0440079350674,-0.780094446353,0.0,1.0
0,64,25.177726058,-0.771109468816,-0.282213573553,0.682372895666,0.00665838081433,-0.762652480934,0.0,1.0
0,65,25.1520220665,-0.776038762457,-0.292972876392,0.702035667964,0.0140222239795,-0.751187702013,0.0,1.0
0,66,25.1509002233,-0.786666082397,-0.283279944661,0.701519468159,0.0333085659295,-0.745949202293,0.0,1.0
0,67,25.1296823737,-0.77287970726,-0.341081492005,0.690339629529,0.0046433263553,-0.744933348587,0.0,1.0
0,68,25.1154876154,-0.770524564964,-0.39148252725,0.695119021144,-0.00152681341097,-0.720828672147,0.0,1.0
0,69,25.1466115842,-0.792557989594,-0.288602022645,0.720471211134,0.0545807197698,-0.724451145945,0.0,1.0
0,70,25.1476975442,-0.790161350093,-0.284410358836,0.728302246187,0.071663938149,-0.72189984797,0.0,1.0
0,71,25.1564969646,-0.780318162972,-0.274120019356,0.716494740282,0.0711925517901,-0.73749828736,0.0,1.0
0,72,25.1509709966,-0.754590551614,-0.3158875563,0.689001856217,0.0345545606631,-0.74410641716,0.0,1.0
0,73,25.1274723833,-0.717026529455,-0.383458855834,0.656427590506,-0.0210747476923,-0.754063262313,0.0,1.0
0,74,25.1567013788,-0.730310115625,-0.298346660751,0.637603323988,0.00688775061079,-0.763046041448,0.0,1.0
0,75,25.168891574,-0.72590754343,-0.27328056472,0.644316626585,0.0208672899432,-0.763624106877,0.0,1.0
0,76,25.1896761441,-0.760646443325,-0.222782213272,0.670587542931,0.0608205086555,-0.758947092265,0.0,1.0
0,77,25.2157522562,-0.775736044202,-0.190059577141,0.691969100875,0.0881624862142,-0.753760638478,0.0,1.0
0,78,25.196217498,-0.797693082351,-0.199761807568,0.68916073155,0.0951293584045,-0.742265669705,0.0,1.0
0,79,25.1999186515,-0.820569330522,-0.147972906194,0.718802789605,0.11383115147,-0.737852153561,0.0,1.0
0,80,25.1749847076,-0.787416990267,-0.247767655452,0.680754756824,0.0642643346349,-0.745869406434,0.0,1.0
0,81,25.1831747149,-0.767203452316,-0.262058406196,0.68494702181,0.0470284032965,-0.751489532347,0.0,1.0
0,82,25.1541902619,-0.754276391378,-0.287801866866,0.657397125498,0.0283194217378,-0.766551274119,0.0,1.0
0,83,25.2137280312,-0.780826402862,-0.200717212439,0.675325938427,0.0722493246,-0.764147168227,0.0,1.0
0,84,25.2288276072,-0.792211902187,-0.175365674055,0.71415306588,0.094915048356,-0.754039984538,0.0,1.0
0,85,25.1817823676,-0.772113830506,-0.259589511827,0.701529852303,0.0473409968395,-0.753873800477,0.0,1.0
